total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,hours_to_next_failure_event
1026,44.5,160.58,3,25715.625,0.4792,0.8929374999999999,1.0,1.0,5.0,3.0,0.0,0.0,1304.93,10.78,2,4,6,5,13,3,1,0,10,0,38.59
1044,26.33,159.42,5,25715.625,0.8186,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,1304.93,11.26,2,4,18,5,13,3,1,0,10,0,26.89
1050,28.96,159.35,5,25715.625,0.8237,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,1304.93,11.44,2,4,22,5,13,3,1,1,10,0,22.61
773,14.35,113.2,3,25715.625,0.3124,0.8929374999999999,0.366,1.0,3.0,3.0,0.0,0.0,1308.93,0.14,2,7,9,6,13,3,1,0,10,0,11.74
1020,39.61,139.68,2,26289.0,0.9128,0.9128,1.0,1.0,2.0,2.0,0.0,0.0,1320.59,0.34,2,7,17,6,13,3,1,0,10,0,3.46
1050,35.99,173.66124,1,25715.625,0.7501,0.8929374999999999,1.0,1.0,1.0,1.0,0.0,0.0,1322.79,0.59,3,7,23,6,13,3,1,1,10,0,1.91
966,15.12,153.86,6,25715.625,0.3908,0.8929374999999999,0.4979,1.0,6.0,6.0,0.0,0.0,1358.92,1.01,4,6,9,0,14,3,0,0,10,0,31.92
1050,37.7,145.71,2,25942.0,0.9008,0.9008,1.0,1.0,2.0,2.0,0.0,0.0,1358.92,1.5,4,6,21,0,14,3,0,0,10,0,20.15
947,10.68,141.57,3,25715.625,0.2933,0.8929374999999999,0.3508,1.0,4.0,4.0,0.0,0.0,1358.92,1.84,4,6,5,1,14,3,0,1,10,0,11.89
953,42.35,122.04,2,28111.0,0.9761,0.9761,1.0,1.0,2.0,2.0,0.0,0.0,1358.92,1.91,4,6,7,1,14,3,0,0,10,0,10.25
1050,37.85,134.38,4,28130.0,0.9767,0.9767,1.0,1.0,4.0,4.0,0.0,0.0,1358.92,2.22,4,6,14,1,14,3,0,0,10,0,2.87
1035,46.53,132.93,4,28029.0,0.9732,0.9732,1.0,1.0,5.0,5.0,0.0,0.0,1373.92,2.64,5,6,0,2,14,4,0,1,10,0,90.07
953,42.85,128.02,6,26799.0,0.9305,0.9305,1.0,1.0,6.0,6.0,0.0,0.0,1373.92,2.85,5,6,6,2,14,4,0,0,10,0,85.0
963,37.69,125.65,4,27590.0,0.958,0.958,1.0,1.0,4.0,4.0,0.0,0.0,1424.08,0.45,5,7,21,2,14,4,0,0,10,0,69.27
1005,45.87,135.33,5,26735.0,0.9283,0.9283,1.0,1.0,5.0,5.0,0.0,0.0,1424.08,0.53,5,7,23,2,14,4,0,1,10,0,67.4
880,14.3,110.0,3,28800.0,0.3468,1.0,0.3468,1.0,3.0,3.0,0.0,0.0,1424.08,0.83,5,7,6,3,14,4,0,0,10,0,60.28
1050,18.84,131.25,3,28800.0,0.5472,1.0,0.5472,1.0,3.0,3.0,0.0,0.0,1424.08,1.14,4,7,14,3,14,4,0,0,10,0,52.85
838,23.01,104.75,4,28800.0,0.4374,1.0,0.5467,1.0,3.0,3.0,0.0,0.0,1424.08,1.6,4,7,1,4,14,4,0,1,10,0,41.67
964,39.65,122.95,4,28225.0,0.98,0.98,1.0,1.0,4.0,4.0,0.0,0.0,1424.08,2.1,3,7,13,4,14,4,0,0,10,0,29.8
1050,26.56,133.38,5,28341.0,0.8659,0.9841,0.8799,1.0,5.0,5.0,0.0,0.0,1453.65,2.42,3,7,20,4,14,4,0,0,10,0,22.15
1050,36.68,132.67,3,28491.0,0.9893,0.9893,1.0,1.0,7.0,5.0,0.0,0.0,1453.65,2.72,3,7,4,5,14,4,1,1,10,0,15.0
1050,40.61,141.04,4,26800.0,0.9306,0.9306,1.0,1.0,4.0,4.0,0.0,0.0,1453.65,2.91,3,7,8,5,14,4,1,0,10,0,10.42
927,44.8,131.42,4,25715.625,0.7054,0.8929374999999999,1.0,1.0,5.0,4.0,0.0,0.0,1453.65,3.36,4,7,19,5,14,4,1,0,10,0,42.86
952,16.36,128.67,5,26635.0,0.3253,0.9248,0.4925,1.0,7.0,5.0,0.0,0.0,1493.81,3.52,4,7,23,5,14,4,1,1,10,0,39.19
972,25.07,121.5,5,28800.0,0.6625,1.0,0.6625,1.0,5.0,5.0,0.0,0.0,1493.81,3.93,4,7,9,6,14,4,1,0,10,0,29.18
922,28.54,115.25,6,28800.0,0.8445,1.0,0.8445,1.0,5.0,4.0,0.0,0.0,1493.81,4.69,2,7,3,0,15,4,0,1,10,0,11.11
899,27.17,127.85,6,25715.625,0.6531,0.8929374999999999,0.743,1.0,6.0,6.0,0.0,0.0,1493.81,4.84,2,6,7,0,15,4,0,0,10,0,7.31
901,25.36,123.53,2,26257.0,0.6782,0.9117,0.7439,1.0,2.0,2.0,0.0,0.0,1493.81,5.16,3,6,14,0,15,4,0,0,10,0,103.5
954,17.22,125.27,4,27417.0,0.3487,0.952,0.4579,1.0,7.0,7.0,0.0,0.0,1520.44,5.69,4,6,3,1,15,4,0,1,10,0,90.75
886,32.96,112.82,5,28271.0,0.8079,0.9816,0.823,1.0,5.0,5.0,0.0,0.0,1520.44,6.07,4,6,12,1,15,4,0,0,10,0,81.71
1029,16.51,129.84,4,28530.0,0.531,0.9906,0.536,1.0,4.0,4.0,0.0,0.0,1520.44,6.17,4,6,14,1,15,4,0,0,10,0,79.23
1050,11.85,133.03,7,28415.0,0.3555,0.9866,0.3603,1.0,4.0,4.0,0.0,0.0,1538.44,6.75,3,6,4,2,15,4,0,1,10,0,65.38
1050,43.74,133.73,4,28266.0,0.9815,0.9815,1.0,1.0,4.0,4.0,0.0,0.0,1538.44,6.93,3,6,9,2,15,4,0,0,10,0,61.08
1050,41.72,137.75,2,27442.0,0.9528,0.9528,1.0,1.0,2.0,2.0,0.0,0.0,1594.16,7.34,3,6,18,2,15,4,0,0,10,0,51.18
981,27.25,126.34,4,27953.0,0.7923,0.9706,0.8163,1.0,3.0,3.0,0.0,0.0,1594.16,7.67,3,6,2,3,15,4,0,1,10,0,43.16
965,15.8,120.62,2,28800.0,0.4081,1.0,0.4081,1.0,2.0,2.0,0.0,0.0,1594.16,7.97,3,6,10,3,15,4,0,0,10,0,36.08
1050,37.73,131.25,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1594.16,8.43,3,6,21,3,15,4,0,0,10,0,24.95
875,36.27,109.38,3,28800.0,0.9342,1.0,0.9342,1.0,1.0,1.0,0.0,0.0,1594.16,8.62,3,6,1,4,15,4,0,1,10,0,20.5
1050,42.22,139.96,5,27008.0,0.9378,0.9378,1.0,1.0,5.0,5.0,0.0,0.0,1594.16,8.88,3,6,7,4,15,4,0,0,10,0,14.28
1050,40.1,139.6,2,27078.0,0.9402,0.9402,1.0,1.0,2.0,2.0,0.0,0.0,1594.16,9.36,3,6,19,4,15,4,0,0,10,0,2.7
1005,30.31,143.01,1,25715.625,0.8784,0.8929374999999999,1.0,1.0,1.0,1.0,0.0,0.0,1594.16,9.53,4,6,23,4,15,4,0,1,10,0,46.91
848,35.61,106.0,3,28800.0,0.9472,1.0,0.9472,1.0,3.0,3.0,0.0,0.0,1640.09,9.82,4,6,6,5,15,4,1,0,10,0,39.8
1000,12.47,125.0,4,28800.0,0.2689,1.0,0.3361,1.0,5.0,4.0,0.0,0.0,1640.09,10.16,4,6,14,5,15,4,1,0,10,0,31.68
1005,46.52,125.62,4,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1640.09,10.6,3,6,1,6,15,4,1,1,10,0,21.1
777,40.41,100.1,2,27943.0,0.8115,0.9702,0.8364,1.0,2.0,2.0,0.0,0.0,1640.09,10.93,3,6,9,6,15,4,1,0,10,0,13.26
1016,17.42,131.35,3,27846.0,0.5553,0.9669,0.5743,1.0,5.0,5.0,0.0,0.0,1694.67,11.77,4,6,5,0,16,4,0,1,10,0,48.71
778,11.65,97.25,3,28800.0,0.2615,1.0,0.2615,1.0,3.0,3.0,0.0,0.0,1694.67,11.89,4,6,8,0,16,4,0,0,10,0,45.88
928,22.87,116.0,4,28800.0,0.5942,1.0,0.5942,1.0,4.0,4.0,0.0,0.0,1694.67,12.32,3,6,18,0,16,4,0,0,10,0,35.59
1018,34.74,127.25,5,28800.0,0.9204,1.0,0.9204,1.0,3.0,3.0,0.0,0.0,1694.67,12.7,2,6,3,1,16,4,0,1,10,0,26.29
970,34.56,121.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1694.67,12.99,2,6,10,1,16,4,0,0,10,0,19.33
1050,22.19,131.25,2,28800.0,0.7551,1.0,0.7551,1.0,2.0,2.0,0.0,0.0,1694.67,13.4,2,6,20,1,16,4,0,0,10,0,9.71
1050,15.91,131.25,3,28800.0,0.4495,1.0,0.4495,1.0,5.0,4.0,0.0,0.0,1694.67,13.77,2,5,5,2,16,4,0,1,10,0,0.63
982,45.36,136.43,4,25912.0,0.8997,0.8997,1.0,1.0,4.0,4.0,0.0,0.0,1814.35,13.89,3,5,8,2,16,4,0,0,10,0,155.87
840,18.89,118.8,4,25715.625,0.4157,0.8929374999999999,0.4703,1.0,4.0,4.0,0.0,0.0,1814.35,14.24,3,5,16,2,16,4,0,0,10,0,147.47
1032,49.51,136.46,4,27226.0,0.7562,0.9453,1.0,1.0,5.0,4.0,0.0,0.0,1814.35,14.54,3,5,23,2,16,4,0,1,10,0,140.31
1020,23.85,127.5,5,28800.0,0.6364,1.0,0.6364,1.0,5.0,5.0,0.0,0.0,1814.35,15.04,3,4,11,3,16,4,0,0,10,0,128.36
1050,34.54,131.25,1,28800.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1814.35,15.21,3,4,15,3,16,4,0,0,10,0,124.27
985,30.03,123.12,4,28800.0,0.6235,1.0,0.7794,1.0,5.0,4.0,0.0,0.0,1814.35,15.49,3,4,22,3,16,4,0,1,10,0,117.61
854,32.1,106.75,3,28800.0,0.7274,1.0,0.7274,1.0,3.0,3.0,0.0,0.0,1814.35,16.01,3,4,11,4,16,4,0,0,10,0,104.97
1050,47.73,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1814.35,16.19,3,4,15,4,16,4,0,0,10,0,100.77
1050,29.17,131.25,3,28800.0,0.8127,1.0,0.8127,1.0,5.0,5.0,0.0,0.0,1814.35,16.66,2,4,2,5,16,4,1,1,10,0,89.42
1050,15.52,131.25,4,28800.0,0.4557,1.0,0.4557,1.0,4.0,4.0,0.0,0.0,1814.35,16.96,2,4,9,5,16,4,1,0,10,0,82.36
1050,23.9,131.25,4,28800.0,0.7102,1.0,0.7102,1.0,4.0,4.0,0.0,0.0,1814.35,17.41,2,4,20,5,16,4,1,0,10,0,71.44
893,30.46,111.62,5,28800.0,0.7854,1.0,0.7854,1.0,6.0,6.0,0.0,0.0,1814.35,17.64,2,4,2,6,16,4,1,1,10,0,65.86
947,30.76,118.38,2,28800.0,0.8891,1.0,0.8891,1.0,2.0,2.0,0.0,0.0,1814.35,17.94,2,4,9,6,16,4,1,0,10,0,58.69
1017,25.84,127.12,4,28800.0,0.6018,1.0,0.7522,1.0,5.0,4.0,0.0,0.0,1814.35,18.14,2,4,14,6,16,4,1,0,10,0,54.04
791,24.67,98.88,6,28800.0,0.5842,1.0,0.5842,1.0,3.0,3.0,0.0,0.0,1814.35,18.79,1,4,5,0,17,4,0,1,10,0,38.32
984,38.44,125.09,2,28318.0,0.9833,0.9833,1.0,1.0,2.0,2.0,0.0,0.0,1850.35,19.03,1,4,11,0,17,4,0,0,10,0,32.52
1050,24.22,133.16,2,28386.0,0.7532,0.9856,0.7642,1.0,2.0,2.0,0.0,0.0,1850.35,19.43,1,4,21,0,17,4,0,0,10,0,23.04
1026,18.1,130.97,3,28201.0,0.5162,0.9792,0.5272,1.0,4.0,4.0,0.0,0.0,1850.35,19.56,1,4,0,1,17,4,0,1,10,0,19.96
1027,33.03,134.12,6,27567.0,0.8844,0.9572,0.9239,1.0,6.0,6.0,0.0,0.0,1850.35,19.86,1,4,7,1,17,4,0,0,10,0,12.61
1050,17.56,143.03,6,26428.0,0.5505,0.9176,0.5999,1.0,6.0,6.0,0.0,0.0,1850.35,20.15,1,4,14,1,17,4,0,0,10,0,5.81
1050,33.66,143.34,4,26371.0,0.9157,0.9157,1.0,1.0,5.0,5.0,0.0,0.0,1903.53,20.77,2,4,5,2,17,4,0,1,10,0,45.6
1050,35.48,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1903.53,21.02,1,4,11,2,17,4,0,0,10,0,39.71
983,29.73,122.88,4,28800.0,0.8898,1.0,0.8898,1.0,4.0,4.0,0.0,0.0,1903.53,21.34,1,4,18,2,17,4,0,0,10,0,32.05
1019,42.85,127.38,5,28800.0,1.0,1.0,1.0,1.0,7.0,6.0,0.0,0.0,1903.53,21.56,1,4,0,3,17,4,0,1,10,0,26.7
989,19.15,123.62,3,28800.0,0.58,1.0,0.58,1.0,3.0,3.0,0.0,0.0,1903.53,21.92,1,4,8,3,17,4,0,0,10,0,18.18
800,19.25,100.0,1,28800.0,0.2442,1.0,0.4883,1.0,2.0,1.0,0.0,0.0,1903.53,22.38,1,4,20,3,17,4,0,0,10,0,7.01
967,38.87,120.88,6,28800.0,0.8571,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1903.53,22.74,2,4,4,4,17,4,0,1,10,0,33.7
795,34.35,121.16,3,25715.625,0.8202,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,1935.05,22.9,2,4,8,4,17,4,0,0,10,0,29.87
1033,35.17,146.51,3,25715.625,0.8814,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,1935.05,23.21,2,4,15,4,17,4,0,0,10,0,22.45
745,22.27,109.95,6,25715.625,0.5489,0.8929374999999999,0.6481,1.0,3.0,3.0,0.0,0.0,1935.05,23.69,2,4,3,5,17,4,1,1,10,0,10.89
940,17.45,134.91,3,25715.625,0.4919,0.8929374999999999,0.5648,1.0,3.0,3.0,0.0,0.0,1935.05,23.98,2,4,10,5,17,4,1,0,10,0,3.95
857,19.52,113.91,4,27084.0,0.4966,0.9404,0.5281,1.0,4.0,4.0,0.0,0.0,1946.61,24.35,3,4,19,5,17,4,1,0,10,0,68.27
892,40.28,128.34,3,25715.625,0.8688,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,2005.23,24.78,4,4,5,6,17,4,1,1,10,0,57.75
895,21.73,114.87,2,28050.0,0.5989,0.974,0.6149,1.0,2.0,2.0,0.0,0.0,2005.23,24.783749,4,4,9,6,17,4,1,0,10,0,53.57
863,10.02,111.77,3,27797.0,0.2871,0.9652,0.2974,1.0,3.0,3.0,0.0,0.0,2005.23,24.783749,4,4,18,6,17,4,1,0,10,0,45.3
1050,15.44,134.64,4,28074.0,0.4383,0.9748,0.4496,1.0,4.0,4.0,0.0,0.0,2005.23,24.783749,4,4,0,0,18,4,0,1,10,0,39.22
1009,24.34,126.12,4,28800.0,0.8447,1.0,0.8447,1.0,4.0,4.0,0.0,0.0,2005.23,24.783749,4,4,7,0,18,4,0,0,10,0,31.45
1001,37.24,125.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2005.23,24.783749,4,4,20,0,18,4,0,0,10,0,18.7
1004,44.27,134.54,5,26864.0,0.9328,0.9328,1.0,1.0,5.0,5.0,0.0,0.0,2005.23,24.783749,4,1,11,1,18,4,0,0,10,0,3.5
1050,26.62,139.44,6,27109.0,0.9359,0.9413,0.9943,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,5,1,17,1,18,4,0,0,10,0,190.09
976,29.47,128.25,2,27396.0,0.5312,0.9513,0.8376,1.0,2.0,2.0,0.0,0.0,2196.66,24.783749,4,1,1,2,18,4,0,1,10,0,182.06
1050,27.43,131.25,2,28800.0,0.762,1.0,0.762,1.0,2.0,2.0,0.0,0.0,2196.66,24.783749,4,1,8,2,18,4,0,0,10,0,175.63
948,42.33,118.5,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,4,1,17,2,18,4,0,0,10,0,166.29
964,46.52,120.5,2,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,4,1,0,3,18,4,0,1,10,0,159.31
1050,27.4,131.25,6,28800.0,0.7879,1.0,0.7879,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,4,1,11,3,18,4,0,0,10,0,148.53
980,22.86,122.5,5,28800.0,0.5965,1.0,0.5965,1.0,5.0,5.0,0.0,0.0,2196.66,24.783749,4,1,21,3,18,4,0,0,10,0,138.93
973,22.56,121.62,4,28800.0,0.7176,1.0,0.7176,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,4,1,0,4,18,5,0,1,10,0,135.33
1050,12.93,131.25,5,28800.0,0.3927,1.0,0.3927,1.0,5.0,5.0,0.0,0.0,2196.66,24.783749,3,1,8,4,18,5,0,0,10,0,127.46
1000,39.11,125.0,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,3,0,18,4,18,5,0,0,10,0,118.03
1050,15.51,131.25,3,28800.0,0.4915,1.0,0.4915,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,3,0,23,4,18,5,0,1,10,0,112.98
928,15.66,116.0,2,28800.0,0.4588,1.0,0.4588,1.0,2.0,2.0,0.0,0.0,2196.66,24.783749,2,0,21,5,18,5,1,0,10,0,90.36
1050,50.25,131.25,4,28800.0,0.8,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,2,0,3,6,18,5,1,1,10,0,84.71
986,39.37,123.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,1,0,9,6,18,5,1,0,10,0,78.28
1050,11.53,131.25,3,28800.0,0.3755,1.0,0.3755,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,1,0,22,6,18,5,1,1,10,0,65.74
1043,46.77,130.38,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,1,0,6,0,19,5,0,0,10,0,57.66
855,12.23,106.88,4,28800.0,0.2957,1.0,0.2957,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,1,0,20,0,19,5,0,0,10,0,43.41
889,12.24,111.12,2,28800.0,0.3578,1.0,0.3578,1.0,7.0,7.0,0.0,0.0,2196.66,24.783749,1,0,4,1,19,5,0,1,10,0,35.36
948,34.44,118.5,6,28800.0,0.892,1.0,0.892,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,1,0,8,1,19,5,0,0,10,0,32.03
1003,25.98,125.38,4,28800.0,0.722,1.0,0.722,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,0,0,20,1,19,5,0,0,10,0,19.76
1050,34.46,131.25,7,28800.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,2196.66,24.783749,0,0,23,1,19,5,0,1,10,0,16.36
1002,38.04,125.25,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,0,0,10,2,19,5,0,0,10,0,5.73
1009,27.93,126.12,3,28800.0,0.8601,1.0,0.8601,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,0,0,14,2,19,5,0,0,10,0,1.29
1050,21.14,131.25,3,28800.0,0.6358,1.0,0.6358,1.0,5.0,5.0,0.0,0.0,2266.35,24.783749,0,0,3,3,19,5,0,1,10,0,60.69
949,43.73,118.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2266.35,24.783749,0,0,13,3,19,5,0,0,10,0,50.6
1050,17.05,131.25,6,28800.0,0.5108,1.0,0.5108,1.0,6.0,6.0,0.0,0.0,2266.35,24.783749,0,0,21,3,19,5,0,0,10,0,42.59
940,23.19,117.5,5,28800.0,0.5705,1.0,0.5705,1.0,4.0,4.0,0.0,0.0,2266.35,24.783749,0,0,3,4,19,5,0,1,10,0,36.69
1050,38.85,131.25,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,2266.35,24.783749,0,0,8,4,19,5,0,0,10,0,32.22
887,13.12,110.88,4,28800.0,0.3865,1.0,0.3865,1.0,4.0,4.0,0.0,0.0,2266.35,24.783749,0,0,16,4,19,5,0,0,10,0,24.32
1045,38.97,130.62,4,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2266.35,24.783749,0,0,0,5,19,5,1,1,10,0,16.32
1032,12.64,132.97,4,27940.0,0.3472,0.9701,0.3579,1.0,4.0,4.0,0.0,0.0,2266.35,24.783749,0,0,7,5,19,5,1,0,10,0,8.4
1050,40.56,135.51,5,27894.0,0.9685,0.9685,1.0,1.0,5.0,5.0,0.0,0.0,2266.35,24.783749,0,0,14,5,19,5,1,0,10,0,2.02
1007,35.57,132.19,5,27425.0,0.9523,0.9523,1.0,1.0,4.0,4.0,0.0,0.0,2397.26,24.783749,1,0,3,6,19,5,1,1,10,0,143.29
1019,24.11,127.38,5,28800.0,0.8028,1.0,0.8028,1.0,5.0,5.0,0.0,0.0,2397.26,24.783749,1,0,8,6,19,5,1,0,10,0,138.27
788,36.24,98.5,4,28800.0,0.7735,1.0,0.7735,1.0,4.0,4.0,0.0,0.0,2397.26,24.783749,1,0,15,6,19,5,1,0,10,0,131.79
1038,22.47,129.75,2,28800.0,0.6401,1.0,0.6401,1.0,2.0,2.0,0.0,0.0,2397.26,24.783749,1,0,13,0,20,5,0,0,10,0,109.22
924,14.14,115.5,5,28800.0,0.4261,1.0,0.4261,1.0,5.0,5.0,0.0,0.0,2397.26,24.783749,1,0,18,0,20,5,0,0,10,0,104.05
966,29.88,120.75,2,28800.0,0.8821,1.0,0.8821,1.0,2.0,2.0,0.0,0.0,2397.26,24.783749,1,0,9,1,20,5,0,0,10,0,89.62
1035,22.5,129.38,3,28800.0,0.4787,1.0,0.6383,1.0,4.0,3.0,0.0,0.0,2397.26,24.783749,1,0,19,1,20,5,0,0,10,0,79.1
1050,33.78,131.25,6,28800.0,1.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,2397.26,24.783749,1,0,5,2,20,5,0,1,10,0,69.09
941,52.47,117.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2397.26,24.783749,1,0,7,2,20,5,0,0,10,0,67.2
977,46.95,122.12,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2397.26,24.783749,1,0,15,2,20,5,0,0,10,0,59.67
951,33.54,118.88,4,28800.0,0.8,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2397.26,24.783749,1,0,3,3,20,5,0,1,10,0,47.04
1012,24.62,126.5,6,28800.0,0.7003,1.0,0.7003,1.0,6.0,6.0,0.0,0.0,2397.26,24.783749,1,0,11,3,20,5,0,0,10,0,38.89
899,43.35,112.38,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2397.26,24.783749,1,0,19,3,20,5,0,0,10,0,31.1
1050,32.18,131.25,5,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2397.26,24.783749,1,0,0,4,20,5,0,1,10,0,26.67
981,44.39,130.29,3,27105.0,0.9411,0.9411,1.0,1.0,3.0,3.0,0.0,0.0,2417.45,0.18,1,1,11,4,20,5,0,0,10,0,15.85
972,25.13,134.29,4,26057.0,0.6359,0.9048,0.7028,1.0,4.0,4.0,0.0,0.0,2417.45,0.38,1,1,15,4,20,5,0,0,10,0,11.04
989,43.88,139.17,4,25715.625,0.8883,0.8929374999999999,1.0,1.0,7.0,7.0,0.0,0.0,2417.45,0.83,1,1,2,5,20,5,1,1,10,0,0.29
1050,16.18,146.72,3,25763.0,0.5297,0.8945,0.5922,1.0,3.0,3.0,0.0,0.0,2497.29,1.13,2,1,9,5,20,5,1,0,10,0,75.63
1050,39.32,147.03,2,25715.625,0.8927,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,2497.29,1.32,2,1,14,5,20,5,1,0,10,0,71.13
1050,36.88,142.03,7,26615.0,0.9241,0.9241,1.0,1.0,2.0,2.0,0.0,0.0,2497.29,1.72,1,1,0,6,20,5,1,1,10,0,61.43
1024,15.05,128.0,2,28800.0,0.4864,1.0,0.4864,1.0,2.0,2.0,0.0,0.0,2497.29,2.01,1,1,6,6,20,5,1,0,10,0,54.63
990,40.23,123.75,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2497.29,2.35,1,1,15,6,20,5,1,0,10,0,46.43
1050,11.54,131.25,2,28800.0,0.4145,1.0,0.4145,1.0,2.0,2.0,0.0,0.0,2497.29,2.71,1,1,23,6,20,5,1,1,10,0,37.71
985,14.54,123.12,6,28800.0,0.4306,1.0,0.4306,1.0,6.0,6.0,0.0,0.0,2497.29,3.28,1,1,13,0,21,5,0,0,10,0,24.03
1050,33.87,131.25,2,28800.0,0.9829,1.0,0.9829,1.0,2.0,2.0,0.0,0.0,2497.29,3.32,1,1,14,0,21,5,0,0,10,0,23.2
1029,28.01,128.62,5,28800.0,0.766,1.0,0.766,1.0,5.0,5.0,0.0,0.0,2497.29,3.7,1,1,23,0,21,5,0,1,10,0,13.98
1041,20.95,138.92,3,26976.0,0.617,0.9367,0.6587,1.0,3.0,3.0,0.0,0.0,2497.29,4.01,1,1,6,1,21,5,0,0,10,0,6.53
956,10.08,126.68,4,27168.0,0.2785,0.9433,0.2952,1.0,4.0,4.0,0.0,0.0,2517.45,4.55,2,1,19,1,21,5,0,0,10,0,79.3
1050,29.74,137.95,3,27402.0,0.8226,0.9515,0.8645,1.0,3.0,3.0,0.0,0.0,2517.45,4.65,2,1,22,1,21,5,0,1,10,0,76.92
1050,12.12,137.91,2,27410.0,0.2549,0.9517,0.4018,1.0,3.0,2.0,0.0,0.0,2581.23,5.25,3,1,12,2,21,5,0,0,10,0,62.67
887,29.04,113.56,2,28120.0,0.469,0.9764,0.7205,1.0,3.0,2.0,0.0,0.0,2581.23,5.37,3,1,15,2,21,5,0,0,10,0,59.73
1050,22.08,134.43,2,28119.0,0.6756,0.9764,0.6919,1.0,4.0,4.0,0.0,0.0,2581.23,5.83,3,1,2,3,21,5,0,1,10,0,48.77
904,35.99,113.0,3,28800.0,0.6497,1.0,0.8663,1.0,4.0,3.0,0.0,0.0,2581.23,6.07,3,1,8,3,21,5,0,0,10,0,42.87
1050,25.14,131.25,3,28800.0,0.7853,1.0,0.7853,1.0,3.0,3.0,0.0,0.0,2581.23,6.49,3,1,18,3,21,5,0,0,10,0,32.92
1050,9.99,131.25,4,28800.0,0.3219,1.0,0.3219,1.0,3.0,3.0,0.0,0.0,2581.23,6.92,3,1,4,4,21,5,0,1,10,0,22.43
1036,26.39,129.5,4,28800.0,0.7589,1.0,0.9486,1.0,5.0,4.0,0.0,0.0,2581.23,6.98,3,1,6,4,21,5,0,0,10,0,21.1
1050,43.21,131.25,5,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2581.23,7.5,3,1,18,4,21,5,0,0,10,0,8.65
1050,22.47,131.25,3,28800.0,0.653,1.0,0.653,1.0,3.0,3.0,0.0,0.0,2581.23,7.65,3,1,22,4,21,5,0,1,10,0,5.02
1020,26.92,141.23,6,26001.0,0.8995,0.9028,0.9964,1.0,6.0,6.0,0.0,0.0,2591.12,8.33,2,1,14,5,21,5,1,0,10,0,3.12
