total_output,avg_cycle_time_sec,throughput_units_per_hour,shift_total_pass,operating_seconds,oee,availability,performance,quality,total_produced,total_pass,total_reject,defect_rate,cum_running_hours,days_since_last_maintenance,corrective_wo_last_7d,preventive_wo_last_30d,hours_to_next_failure_event,hour_of_day,day_of_week,week_of_year,month,is_weekend,is_night_shift,machine_encoded,line_encoded,failure_binary,risk_level_encoded
1050,47.26,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1249.54,8.22,1,4,16.36,17,2,13,3,0,0,10,0,1,3
922,13.89,115.25,3,28800.0,0.4168,1.0,0.4168,1.0,3.0,2.0,0.0,0.0,1249.54,8.73,0,4,4.04,5,3,13,3,0,1,10,0,1,3
960,17.92,148.56,5,25715.625,0.568,0.8929374999999999,0.7032,1.0,5.0,5.0,0.0,0.0,1249.54,9.04,1,4,14.81,13,3,13,3,0,0,10,0,1,3
902,28.81,126.79,3,25715.625,0.6868,0.8929374999999999,0.7724,1.0,3.0,3.0,0.0,0.0,1264.06,9.38,1,4,6.69,21,3,13,3,0,0,10,0,1,3
1050,17.21,166.56,2,25715.625,0.3347,0.8929374999999999,0.6371,1.0,5.0,4.0,0.0,0.0,1264.06,9.54,1,4,2.78,1,4,13,3,0,1,10,0,1,3
1003,37.21,136.18,4,26515.0,0.7366,0.9207,1.0,1.0,5.0,4.0,0.0,0.0,1304.93,9.94,2,4,58.62,10,4,13,3,0,0,10,0,0,0
919,35.07,134.6,3,25715.625,0.8535,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,1304.93,10.24,2,4,51.45,17,4,13,3,0,0,10,0,0,0
1050,21.23,146.09,4,25875.0,0.6002,0.8984,0.8351,1.0,5.0,5.0,0.0,0.0,1304.93,10.52,2,4,44.79,0,5,13,3,1,1,10,0,0,0
1026,44.5,160.58,3,25715.625,0.4792,0.8929374999999999,1.0,1.0,5.0,3.0,0.0,0.0,1304.93,10.78,2,4,38.59,6,5,13,3,1,0,10,0,0,0
1044,26.33,159.42,5,25715.625,0.8186,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,1304.93,11.26,2,4,26.89,18,5,13,3,1,0,10,0,0,0
1050,28.96,159.35,5,25715.625,0.8237,0.8929374999999999,1.0,1.0,5.0,5.0,0.0,0.0,1304.93,11.44,2,4,22.61,22,5,13,3,1,1,10,0,1,1
773,14.35,113.2,3,25715.625,0.3124,0.8929374999999999,0.366,1.0,3.0,3.0,0.0,0.0,1308.93,0.14,2,7,11.74,9,6,13,3,1,0,10,0,1,1
1020,39.61,139.68,2,26289.0,0.9128,0.9128,1.0,1.0,2.0,2.0,0.0,0.0,1320.59,0.34,2,7,3.46,17,6,13,3,1,0,10,0,1,1
1050,35.99,173.66124,1,25715.625,0.7501,0.8929374999999999,1.0,1.0,1.0,1.0,0.0,0.0,1322.79,0.59,3,7,1.91,23,6,13,3,1,1,10,0,1,1
966,15.12,153.86,6,25715.625,0.3908,0.8929374999999999,0.4979,1.0,6.0,6.0,0.0,0.0,1358.92,1.01,4,6,31.92,9,0,14,3,0,0,10,0,0,0
1050,37.7,145.71,2,25942.0,0.9008,0.9008,1.0,1.0,2.0,2.0,0.0,0.0,1358.92,1.5,4,6,20.15,21,0,14,3,0,0,10,0,1,1
947,10.68,141.57,3,25715.625,0.2933,0.8929374999999999,0.3508,1.0,4.0,4.0,0.0,0.0,1358.92,1.84,4,6,11.89,5,1,14,3,0,1,10,0,1,1
953,42.35,122.04,2,28111.0,0.9761,0.9761,1.0,1.0,2.0,2.0,0.0,0.0,1358.92,1.91,4,6,10.25,7,1,14,3,0,0,10,0,1,1
1050,37.85,134.38,4,28130.0,0.9767,0.9767,1.0,1.0,4.0,4.0,0.0,0.0,1358.92,2.22,4,6,2.87,14,1,14,3,0,0,10,0,1,1
1035,46.53,132.93,4,28029.0,0.9732,0.9732,1.0,1.0,5.0,5.0,0.0,0.0,1373.92,2.64,5,6,90.07,0,2,14,4,0,1,10,0,0,0
953,42.85,128.02,6,26799.0,0.9305,0.9305,1.0,1.0,6.0,6.0,0.0,0.0,1373.92,2.85,5,6,85.0,6,2,14,4,0,0,10,0,0,0
963,37.69,125.65,4,27590.0,0.958,0.958,1.0,1.0,4.0,4.0,0.0,0.0,1424.08,0.45,5,7,69.27,21,2,14,4,0,0,10,0,0,0
1005,45.87,135.33,5,26735.0,0.9283,0.9283,1.0,1.0,5.0,5.0,0.0,0.0,1424.08,0.53,5,7,67.4,23,2,14,4,0,1,10,0,0,0
880,14.3,110.0,3,28800.0,0.3468,1.0,0.3468,1.0,3.0,3.0,0.0,0.0,1424.08,0.83,5,7,60.28,6,3,14,4,0,0,10,0,0,0
1050,18.84,131.25,3,28800.0,0.5472,1.0,0.5472,1.0,3.0,3.0,0.0,0.0,1424.08,1.14,4,7,52.85,14,3,14,4,0,0,10,0,0,0
838,23.01,104.75,4,28800.0,0.4374,1.0,0.5467,1.0,3.0,3.0,0.0,0.0,1424.08,1.6,4,7,41.67,1,4,14,4,0,1,10,0,0,0
964,39.65,122.95,4,28225.0,0.98,0.98,1.0,1.0,4.0,4.0,0.0,0.0,1424.08,2.1,3,7,29.8,13,4,14,4,0,0,10,0,0,0
1050,26.56,133.38,5,28341.0,0.8659,0.9841,0.8799,1.0,5.0,5.0,0.0,0.0,1453.65,2.42,3,7,22.15,20,4,14,4,0,0,10,0,1,3
1050,36.68,132.67,3,28491.0,0.9893,0.9893,1.0,1.0,7.0,5.0,0.0,0.0,1453.65,2.72,3,7,15.0,4,5,14,4,1,1,10,0,1,3
1050,40.61,141.04,4,26800.0,0.9306,0.9306,1.0,1.0,4.0,4.0,0.0,0.0,1453.65,2.91,3,7,10.42,8,5,14,4,1,0,10,0,1,3
927,44.8,131.42,4,25715.625,0.7054,0.8929374999999999,1.0,1.0,5.0,4.0,0.0,0.0,1453.65,3.36,4,7,42.86,19,5,14,4,1,0,10,0,0,0
952,16.36,128.67,5,26635.0,0.3253,0.9248,0.4925,1.0,7.0,5.0,0.0,0.0,1493.81,3.52,4,7,39.19,23,5,14,4,1,1,10,0,0,0
972,25.07,121.5,5,28800.0,0.6625,1.0,0.6625,1.0,5.0,5.0,0.0,0.0,1493.81,3.93,4,7,29.18,9,6,14,4,1,0,10,0,0,0
922,28.54,115.25,6,28800.0,0.8445,1.0,0.8445,1.0,5.0,4.0,0.0,0.0,1493.81,4.69,2,7,11.11,3,0,15,4,0,1,10,0,1,3
899,27.17,127.85,6,25715.625,0.6531,0.8929374999999999,0.743,1.0,6.0,6.0,0.0,0.0,1493.81,4.84,2,6,7.31,7,0,15,4,0,0,10,0,1,3
901,25.36,123.53,2,26257.0,0.6782,0.9117,0.7439,1.0,2.0,2.0,0.0,0.0,1493.81,5.16,3,6,103.5,14,0,15,4,0,0,10,0,0,0
954,17.22,125.27,4,27417.0,0.3487,0.952,0.4579,1.0,7.0,7.0,0.0,0.0,1520.44,5.69,4,6,90.75,3,1,15,4,0,1,10,0,0,0
886,32.96,112.82,5,28271.0,0.8079,0.9816,0.823,1.0,5.0,5.0,0.0,0.0,1520.44,6.07,4,6,81.71,12,1,15,4,0,0,10,0,0,0
1029,16.51,129.84,4,28530.0,0.531,0.9906,0.536,1.0,4.0,4.0,0.0,0.0,1520.44,6.17,4,6,79.23,14,1,15,4,0,0,10,0,0,0
1050,11.85,133.03,7,28415.0,0.3555,0.9866,0.3603,1.0,4.0,4.0,0.0,0.0,1538.44,6.75,3,6,65.38,4,2,15,4,0,1,10,0,0,0
1050,43.74,133.73,4,28266.0,0.9815,0.9815,1.0,1.0,4.0,4.0,0.0,0.0,1538.44,6.93,3,6,61.08,9,2,15,4,0,0,10,0,0,0
1050,41.72,137.75,2,27442.0,0.9528,0.9528,1.0,1.0,2.0,2.0,0.0,0.0,1594.16,7.34,3,6,51.18,18,2,15,4,0,0,10,0,0,0
981,27.25,126.34,4,27953.0,0.7923,0.9706,0.8163,1.0,3.0,3.0,0.0,0.0,1594.16,7.67,3,6,43.16,2,3,15,4,0,1,10,0,0,0
965,15.8,120.62,2,28800.0,0.4081,1.0,0.4081,1.0,2.0,2.0,0.0,0.0,1594.16,7.97,3,6,36.08,10,3,15,4,0,0,10,0,0,0
1050,37.73,131.25,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,1594.16,8.43,3,6,24.95,21,3,15,4,0,0,10,0,0,0
875,36.27,109.38,3,28800.0,0.9342,1.0,0.9342,1.0,1.0,1.0,0.0,0.0,1594.16,8.62,3,6,20.5,1,4,15,4,0,1,10,0,1,1
1050,42.22,139.96,5,27008.0,0.9378,0.9378,1.0,1.0,5.0,5.0,0.0,0.0,1594.16,8.88,3,6,14.28,7,4,15,4,0,0,10,0,1,1
1050,40.1,139.6,2,27078.0,0.9402,0.9402,1.0,1.0,2.0,2.0,0.0,0.0,1594.16,9.36,3,6,2.7,19,4,15,4,0,0,10,0,1,1
1005,30.31,143.01,1,25715.625,0.8784,0.8929374999999999,1.0,1.0,1.0,1.0,0.0,0.0,1594.16,9.53,4,6,46.91,23,4,15,4,0,1,10,0,0,0
848,35.61,106.0,3,28800.0,0.9472,1.0,0.9472,1.0,3.0,3.0,0.0,0.0,1640.09,9.82,4,6,39.8,6,5,15,4,1,0,10,0,0,0
1000,12.47,125.0,4,28800.0,0.2689,1.0,0.3361,1.0,5.0,4.0,0.0,0.0,1640.09,10.16,4,6,31.68,14,5,15,4,1,0,10,0,0,0
1005,46.52,125.62,4,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,1640.09,10.6,3,6,21.1,1,6,15,4,1,1,10,0,1,3
777,40.41,100.1,2,27943.0,0.8115,0.9702,0.8364,1.0,2.0,2.0,0.0,0.0,1640.09,10.93,3,6,13.26,9,6,15,4,1,0,10,0,1,3
1016,17.42,131.35,3,27846.0,0.5553,0.9669,0.5743,1.0,5.0,5.0,0.0,0.0,1694.67,11.77,4,6,48.71,5,0,16,4,0,1,10,0,0,0
778,11.65,97.25,3,28800.0,0.2615,1.0,0.2615,1.0,3.0,3.0,0.0,0.0,1694.67,11.89,4,6,45.88,8,0,16,4,0,0,10,0,0,0
928,22.87,116.0,4,28800.0,0.5942,1.0,0.5942,1.0,4.0,4.0,0.0,0.0,1694.67,12.32,3,6,35.59,18,0,16,4,0,0,10,0,0,0
1018,34.74,127.25,5,28800.0,0.9204,1.0,0.9204,1.0,3.0,3.0,0.0,0.0,1694.67,12.7,2,6,26.29,3,1,16,4,0,1,10,0,0,0
970,34.56,121.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1694.67,12.99,2,6,19.33,10,1,16,4,0,0,10,0,1,3
1050,22.19,131.25,2,28800.0,0.7551,1.0,0.7551,1.0,2.0,2.0,0.0,0.0,1694.67,13.4,2,6,9.71,20,1,16,4,0,0,10,0,1,3
1050,15.91,131.25,3,28800.0,0.4495,1.0,0.4495,1.0,5.0,4.0,0.0,0.0,1694.67,13.77,2,5,0.63,5,2,16,4,0,1,10,0,1,3
982,45.36,136.43,4,25912.0,0.8997,0.8997,1.0,1.0,4.0,4.0,0.0,0.0,1814.35,13.89,3,5,155.87,8,2,16,4,0,0,10,0,0,0
840,18.89,118.8,4,25715.625,0.4157,0.8929374999999999,0.4703,1.0,4.0,4.0,0.0,0.0,1814.35,14.24,3,5,147.47,16,2,16,4,0,0,10,0,0,0
1032,49.51,136.46,4,27226.0,0.7562,0.9453,1.0,1.0,5.0,4.0,0.0,0.0,1814.35,14.54,3,5,140.31,23,2,16,4,0,1,10,0,0,0
1020,23.85,127.5,5,28800.0,0.6364,1.0,0.6364,1.0,5.0,5.0,0.0,0.0,1814.35,15.04,3,4,128.36,11,3,16,4,0,0,10,0,0,0
1050,34.54,131.25,1,28800.0,0.5,1.0,1.0,1.0,2.0,1.0,0.0,0.0,1814.35,15.21,3,4,124.27,15,3,16,4,0,0,10,0,0,0
985,30.03,123.12,4,28800.0,0.6235,1.0,0.7794,1.0,5.0,4.0,0.0,0.0,1814.35,15.49,3,4,117.61,22,3,16,4,0,1,10,0,0,0
854,32.1,106.75,3,28800.0,0.7274,1.0,0.7274,1.0,3.0,3.0,0.0,0.0,1814.35,16.01,3,4,104.97,11,4,16,4,0,0,10,0,0,0
1050,47.73,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1814.35,16.19,3,4,100.77,15,4,16,4,0,0,10,0,0,0
1050,29.17,131.25,3,28800.0,0.8127,1.0,0.8127,1.0,5.0,5.0,0.0,0.0,1814.35,16.66,2,4,89.42,2,5,16,4,1,1,10,0,0,0
1050,15.52,131.25,4,28800.0,0.4557,1.0,0.4557,1.0,4.0,4.0,0.0,0.0,1814.35,16.96,2,4,82.36,9,5,16,4,1,0,10,0,0,0
1050,23.9,131.25,4,28800.0,0.7102,1.0,0.7102,1.0,4.0,4.0,0.0,0.0,1814.35,17.41,2,4,71.44,20,5,16,4,1,0,10,0,0,0
893,30.46,111.62,5,28800.0,0.7854,1.0,0.7854,1.0,6.0,6.0,0.0,0.0,1814.35,17.64,2,4,65.86,2,6,16,4,1,1,10,0,0,0
947,30.76,118.38,2,28800.0,0.8891,1.0,0.8891,1.0,2.0,2.0,0.0,0.0,1814.35,17.94,2,4,58.69,9,6,16,4,1,0,10,0,0,0
1017,25.84,127.12,4,28800.0,0.6018,1.0,0.7522,1.0,5.0,4.0,0.0,0.0,1814.35,18.14,2,4,54.04,14,6,16,4,1,0,10,0,0,0
791,24.67,98.88,6,28800.0,0.5842,1.0,0.5842,1.0,3.0,3.0,0.0,0.0,1814.35,18.79,1,4,38.32,5,0,17,4,0,1,10,0,0,0
984,38.44,125.09,2,28318.0,0.9833,0.9833,1.0,1.0,2.0,2.0,0.0,0.0,1850.35,19.03,1,4,32.52,11,0,17,4,0,0,10,0,0,0
1050,24.22,133.16,2,28386.0,0.7532,0.9856,0.7642,1.0,2.0,2.0,0.0,0.0,1850.35,19.43,1,4,23.04,21,0,17,4,0,0,10,0,1,3
1026,18.1,130.97,3,28201.0,0.5162,0.9792,0.5272,1.0,4.0,4.0,0.0,0.0,1850.35,19.56,1,4,19.96,0,1,17,4,0,1,10,0,1,3
1027,33.03,134.12,6,27567.0,0.8844,0.9572,0.9239,1.0,6.0,6.0,0.0,0.0,1850.35,19.86,1,4,12.61,7,1,17,4,0,0,10,0,1,3
1050,17.56,143.03,6,26428.0,0.5505,0.9176,0.5999,1.0,6.0,6.0,0.0,0.0,1850.35,20.15,1,4,5.81,14,1,17,4,0,0,10,0,1,3
1050,33.66,143.34,4,26371.0,0.9157,0.9157,1.0,1.0,5.0,5.0,0.0,0.0,1903.53,20.77,2,4,45.6,5,2,17,4,0,1,10,0,0,0
1050,35.48,131.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1903.53,21.02,1,4,39.71,11,2,17,4,0,0,10,0,0,0
983,29.73,122.88,4,28800.0,0.8898,1.0,0.8898,1.0,4.0,4.0,0.0,0.0,1903.53,21.34,1,4,32.05,18,2,17,4,0,0,10,0,0,0
1019,42.85,127.38,5,28800.0,1.0,1.0,1.0,1.0,7.0,6.0,0.0,0.0,1903.53,21.56,1,4,26.7,0,3,17,4,0,1,10,0,0,0
989,19.15,123.62,3,28800.0,0.58,1.0,0.58,1.0,3.0,3.0,0.0,0.0,1903.53,21.92,1,4,18.18,8,3,17,4,0,0,10,0,1,3
800,19.25,100.0,1,28800.0,0.2442,1.0,0.4883,1.0,2.0,1.0,0.0,0.0,1903.53,22.38,1,4,7.01,20,3,17,4,0,0,10,0,1,3
967,38.87,120.88,6,28800.0,0.8571,1.0,1.0,1.0,6.0,6.0,0.0,0.0,1903.53,22.74,2,4,33.7,4,4,17,4,0,1,10,0,0,0
795,34.35,121.16,3,25715.625,0.8202,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,1935.05,22.9,2,4,29.87,8,4,17,4,0,0,10,0,0,0
1033,35.17,146.51,3,25715.625,0.8814,0.8929374999999999,1.0,1.0,3.0,3.0,0.0,0.0,1935.05,23.21,2,4,22.45,15,4,17,4,0,0,10,0,1,3
745,22.27,109.95,6,25715.625,0.5489,0.8929374999999999,0.6481,1.0,3.0,3.0,0.0,0.0,1935.05,23.69,2,4,10.89,3,5,17,4,1,1,10,0,1,3
940,17.45,134.91,3,25715.625,0.4919,0.8929374999999999,0.5648,1.0,3.0,3.0,0.0,0.0,1935.05,23.98,2,4,3.95,10,5,17,4,1,0,10,0,1,3
857,19.52,113.91,4,27084.0,0.4966,0.9404,0.5281,1.0,4.0,4.0,0.0,0.0,1946.61,24.35,3,4,68.27,19,5,17,4,1,0,10,0,0,0
892,40.28,128.34,3,25715.625,0.8688,0.8929374999999999,1.0,1.0,4.0,4.0,0.0,0.0,2005.23,24.78,4,4,57.75,5,6,17,4,1,1,10,0,0,0
895,21.73,114.87,2,28050.0,0.5989,0.974,0.6149,1.0,2.0,2.0,0.0,0.0,2005.23,24.783749,4,4,53.57,9,6,17,4,1,0,10,0,0,0
863,10.02,111.77,3,27797.0,0.2871,0.9652,0.2974,1.0,3.0,3.0,0.0,0.0,2005.23,24.783749,4,4,45.3,18,6,17,4,1,0,10,0,0,0
1050,15.44,134.64,4,28074.0,0.4383,0.9748,0.4496,1.0,4.0,4.0,0.0,0.0,2005.23,24.783749,4,4,39.22,0,0,18,4,0,1,10,0,0,0
1009,24.34,126.12,4,28800.0,0.8447,1.0,0.8447,1.0,4.0,4.0,0.0,0.0,2005.23,24.783749,4,4,31.45,7,0,18,4,0,0,10,0,0,0
1001,37.24,125.12,3,28800.0,1.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2005.23,24.783749,4,4,18.7,20,0,18,4,0,0,10,0,1,1
1004,44.27,134.54,5,26864.0,0.9328,0.9328,1.0,1.0,5.0,5.0,0.0,0.0,2005.23,24.783749,4,1,3.5,11,1,18,4,0,0,10,0,1,1
1050,26.62,139.44,6,27109.0,0.9359,0.9413,0.9943,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,5,1,190.09,17,1,18,4,0,0,10,0,0,0
976,29.47,128.25,2,27396.0,0.5312,0.9513,0.8376,1.0,2.0,2.0,0.0,0.0,2196.66,24.783749,4,1,182.06,1,2,18,4,0,1,10,0,0,0
1050,27.43,131.25,2,28800.0,0.762,1.0,0.762,1.0,2.0,2.0,0.0,0.0,2196.66,24.783749,4,1,175.63,8,2,18,4,0,0,10,0,0,0
948,42.33,118.5,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,4,1,166.29,17,2,18,4,0,0,10,0,0,0
964,46.52,120.5,2,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,4,1,159.31,0,3,18,4,0,1,10,0,0,0
1050,27.4,131.25,6,28800.0,0.7879,1.0,0.7879,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,4,1,148.53,11,3,18,4,0,0,10,0,0,0
980,22.86,122.5,5,28800.0,0.5965,1.0,0.5965,1.0,5.0,5.0,0.0,0.0,2196.66,24.783749,4,1,138.93,21,3,18,4,0,0,10,0,0,0
973,22.56,121.62,4,28800.0,0.7176,1.0,0.7176,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,4,1,135.33,0,4,18,5,0,1,10,0,0,0
1050,12.93,131.25,5,28800.0,0.3927,1.0,0.3927,1.0,5.0,5.0,0.0,0.0,2196.66,24.783749,3,1,127.46,8,4,18,5,0,0,10,0,0,0
1000,39.11,125.0,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,3,0,118.03,18,4,18,5,0,0,10,0,0,0
1050,15.51,131.25,3,28800.0,0.4915,1.0,0.4915,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,3,0,112.98,23,4,18,5,0,1,10,0,0,0
928,15.66,116.0,2,28800.0,0.4588,1.0,0.4588,1.0,2.0,2.0,0.0,0.0,2196.66,24.783749,2,0,90.36,21,5,18,5,1,0,10,0,0,0
1050,50.25,131.25,4,28800.0,0.8,1.0,1.0,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,2,0,84.71,3,6,18,5,1,1,10,0,0,0
986,39.37,123.25,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,1,0,78.28,9,6,18,5,1,0,10,0,0,0
1050,11.53,131.25,3,28800.0,0.3755,1.0,0.3755,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,1,0,65.74,22,6,18,5,1,1,10,0,0,0
1043,46.77,130.38,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,1,0,57.66,6,0,19,5,0,0,10,0,0,0
855,12.23,106.88,4,28800.0,0.2957,1.0,0.2957,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,1,0,43.41,20,0,19,5,0,0,10,0,0,0
889,12.24,111.12,2,28800.0,0.3578,1.0,0.3578,1.0,7.0,7.0,0.0,0.0,2196.66,24.783749,1,0,35.36,4,1,19,5,0,1,10,0,0,0
948,34.44,118.5,6,28800.0,0.892,1.0,0.892,1.0,6.0,6.0,0.0,0.0,2196.66,24.783749,1,0,32.03,8,1,19,5,0,0,10,0,0,0
1003,25.98,125.38,4,28800.0,0.722,1.0,0.722,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,0,0,19.76,20,1,19,5,0,0,10,0,1,3
1050,34.46,131.25,7,28800.0,1.0,1.0,1.0,1.0,7.0,7.0,0.0,0.0,2196.66,24.783749,0,0,16.36,23,1,19,5,0,1,10,0,1,3
1002,38.04,125.25,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2196.66,24.783749,0,0,5.73,10,2,19,5,0,0,10,0,1,3
1009,27.93,126.12,3,28800.0,0.8601,1.0,0.8601,1.0,3.0,3.0,0.0,0.0,2196.66,24.783749,0,0,1.29,14,2,19,5,0,0,10,0,1,3
1050,21.14,131.25,3,28800.0,0.6358,1.0,0.6358,1.0,5.0,5.0,0.0,0.0,2266.35,24.783749,0,0,60.69,3,3,19,5,0,1,10,0,0,0
949,43.73,118.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2266.35,24.783749,0,0,50.6,13,3,19,5,0,0,10,0,0,0
1050,17.05,131.25,6,28800.0,0.5108,1.0,0.5108,1.0,6.0,6.0,0.0,0.0,2266.35,24.783749,0,0,42.59,21,3,19,5,0,0,10,0,0,0
940,23.19,117.5,5,28800.0,0.5705,1.0,0.5705,1.0,4.0,4.0,0.0,0.0,2266.35,24.783749,0,0,36.69,3,4,19,5,0,1,10,0,0,0
1050,38.85,131.25,3,28800.0,0.75,1.0,1.0,1.0,4.0,3.0,0.0,0.0,2266.35,24.783749,0,0,32.22,8,4,19,5,0,0,10,0,0,0
887,13.12,110.88,4,28800.0,0.3865,1.0,0.3865,1.0,4.0,4.0,0.0,0.0,2266.35,24.783749,0,0,24.32,16,4,19,5,0,0,10,0,0,0
1045,38.97,130.62,4,28800.0,1.0,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2266.35,24.783749,0,0,16.32,0,5,19,5,1,1,10,0,1,3
1032,12.64,132.97,4,27940.0,0.3472,0.9701,0.3579,1.0,4.0,4.0,0.0,0.0,2266.35,24.783749,0,0,8.4,7,5,19,5,1,0,10,0,1,3
1050,40.56,135.51,5,27894.0,0.9685,0.9685,1.0,1.0,5.0,5.0,0.0,0.0,2266.35,24.783749,0,0,2.02,14,5,19,5,1,0,10,0,1,3
1007,35.57,132.19,5,27425.0,0.9523,0.9523,1.0,1.0,4.0,4.0,0.0,0.0,2397.26,24.783749,1,0,143.29,3,6,19,5,1,1,10,0,0,0
1019,24.11,127.38,5,28800.0,0.8028,1.0,0.8028,1.0,5.0,5.0,0.0,0.0,2397.26,24.783749,1,0,138.27,8,6,19,5,1,0,10,0,0,0
788,36.24,98.5,4,28800.0,0.7735,1.0,0.7735,1.0,4.0,4.0,0.0,0.0,2397.26,24.783749,1,0,131.79,15,6,19,5,1,0,10,0,0,0
1038,22.47,129.75,2,28800.0,0.6401,1.0,0.6401,1.0,2.0,2.0,0.0,0.0,2397.26,24.783749,1,0,109.22,13,0,20,5,0,0,10,0,0,0
924,14.14,115.5,5,28800.0,0.4261,1.0,0.4261,1.0,5.0,5.0,0.0,0.0,2397.26,24.783749,1,0,104.05,18,0,20,5,0,0,10,0,0,0
966,29.88,120.75,2,28800.0,0.8821,1.0,0.8821,1.0,2.0,2.0,0.0,0.0,2397.26,24.783749,1,0,89.62,9,1,20,5,0,0,10,0,0,0
1035,22.5,129.38,3,28800.0,0.4787,1.0,0.6383,1.0,4.0,3.0,0.0,0.0,2397.26,24.783749,1,0,79.1,19,1,20,5,0,0,10,0,0,0
1050,33.78,131.25,6,28800.0,1.0,1.0,1.0,1.0,5.0,4.0,0.0,0.0,2397.26,24.783749,1,0,69.09,5,2,20,5,0,1,10,0,0,0
941,52.47,117.62,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2397.26,24.783749,1,0,67.2,7,2,20,5,0,0,10,0,0,0
977,46.95,122.12,4,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2397.26,24.783749,1,0,59.67,15,2,20,5,0,0,10,0,0,0
951,33.54,118.88,4,28800.0,0.8,1.0,1.0,1.0,5.0,5.0,0.0,0.0,2397.26,24.783749,1,0,47.04,3,3,20,5,0,1,10,0,0,0
1012,24.62,126.5,6,28800.0,0.7003,1.0,0.7003,1.0,6.0,6.0,0.0,0.0,2397.26,24.783749,1,0,38.89,11,3,20,5,0,0,10,0,0,0
899,43.35,112.38,6,28800.0,1.0,1.0,1.0,1.0,6.0,6.0,0.0,0.0,2397.26,24.783749,1,0,31.1,19,3,20,5,0,0,10,0,0,0
1050,32.18,131.25,5,28800.0,1.0,1.0,1.0,1.0,4.0,4.0,0.0,0.0,2397.26,24.783749,1,0,26.67,0,4,20,5,0,1,10,0,0,0
981,44.39,130.29,3,27105.0,0.9411,0.9411,1.0,1.0,3.0,3.0,0.0,0.0,2417.45,0.18,1,1,15.85,11,4,20,5,0,0,10,0,1,3
972,25.13,134.29,4,26057.0,0.6359,0.9048,0.7028,1.0,4.0,4.0,0.0,0.0,2417.45,0.38,1,1,11.04,15,4,20,5,0,0,10,0,1,3
989,43.88,139.17,4,25715.625,0.8883,0.8929374999999999,1.0,1.0,7.0,7.0,0.0,0.0,2417.45,0.83,1,1,0.29,2,5,20,5,1,1,10,0,1,3
1050,16.18,146.72,3,25763.0,0.5297,0.8945,0.5922,1.0,3.0,3.0,0.0,0.0,2497.29,1.13,2,1,75.63,9,5,20,5,1,0,10,0,0,0
1050,39.32,147.03,2,25715.625,0.8927,0.8929374999999999,1.0,1.0,2.0,2.0,0.0,0.0,2497.29,1.32,2,1,71.13,14,5,20,5,1,0,10,0,0,0
1050,36.88,142.03,7,26615.0,0.9241,0.9241,1.0,1.0,2.0,2.0,0.0,0.0,2497.29,1.72,1,1,61.43,0,6,20,5,1,1,10,0,0,0
1024,15.05,128.0,2,28800.0,0.4864,1.0,0.4864,1.0,2.0,2.0,0.0,0.0,2497.29,2.01,1,1,54.63,6,6,20,5,1,0,10,0,0,0
990,40.23,123.75,2,28800.0,1.0,1.0,1.0,1.0,2.0,2.0,0.0,0.0,2497.29,2.35,1,1,46.43,15,6,20,5,1,0,10,0,0,0
1050,11.54,131.25,2,28800.0,0.4145,1.0,0.4145,1.0,2.0,2.0,0.0,0.0,2497.29,2.71,1,1,37.71,23,6,20,5,1,1,10,0,0,0
